Part No.,MODEL,S/N,配件,BIN ID,Status,狀態,借用人,"借用單
編號",出借人,借用日,到期日,入庫日期,備註,"最後
盤點日",Sales Requester,Purpose
780380-02,"NI-ELVIS II+
+Board+Power Supply","1472A25
E01X0565C
05695111 0936",USB Cable*1,S5,V,4,,,,,,2009/12/16,,2019/6/13,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","14329CC
E01X04147
05382264 0906",USB Cable*1,S5,V,4,,,,,,2009/5/26,,2019/6/13,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","1428D3B
E01X043AE
05274922 0847",USB Cable*1,FSE(S2)-Ronland,V,4,,,,,,2009/4/29,,,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","3072E95
E01X0FD48
08982564 1415","USB Cable*1
另附電源線*1",AC-Elvis-9,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","30745F5
E01X0F8FC
08982701 1415","USB Cable*1
另附電源線*1",AC-Elvis-8,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","30745D5
E01X0F8F7
08983233 1415","USB Cable*1
另附電源線*1",AC-Elvis-7,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","30657E5
E01X0F535
08983313 1415","USB Cable*1
另附電源線*1",AC-Elvis-6,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","30745FA
E01X0F8F5
08983120 1415","USB Cable*1
另附電源線*1",AC-Elvis-5,V,4,,,,,,2014/12/30,,2019/1/16,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","3072E82
E01X0FDDF
08983130 1415","USB Cable*1
另附電源線*1",AC-Elvis-4,V,4,,,,,,2014/12/30,,2019/1/16,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","3072E5F
E01X0FD4A
08982432 1415","USB Cable*1
另附電源線*1",AC-Elvis-3,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","3072E6C
E01X0FCC9
08983243 1415","USB Cable*1
另附電源線*1",AC-Elvis-2,V,4,,,,,,2014/12/30,,2019/1/16,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","30657D0
E01X0F537
08982453 1415","USB Cable*1
另附電源線*1",AC-Elvis-10,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","3062012
E01X0F59C
08982591 1415","USB Cable*1
另附電源線*1",AC-Elvis-1,V,4,,,,,,2014/12/30,,2017/9/11,AE Keep,
780381-02,"NI-ELVIS II+
+Board+Power Supply","1428D54
E01X043B0
05274987 0847",USB Cable*1,庫-AC-Blake,V,4,,,,,,2009/4/29,,2019/3/15,AE Keep,
785578-11,"NI-ELVIS Ⅲ
+Board+Power Supply","315AC9E
3156A4E
0H18150295","769483-01 USB Cable*1
天線*1",庫-ME-John W,V,4,,,,,,2018/8/8,,2019/10/1,,
785578-11,"NI-ELVIS Ⅲ
+Board+Power Supply","315AC93
315965C
0H18150300","769483-01 USB Cable*1
天線*1
電源線*1(外購)",庫-ME-John W,V,10,緯宇國際／劉韶雯,190108-144052,Steve,2019/1/8,2019/2/10,2018/8/8,,2018/12/26,,
784667-01,NI-ELVIS RIO,30E443C,142121A-02 USB Cable*1,庫-AC-Andy,V,2,Steve,,Vivian H,2019/8/19,,2016/9/12,,2019/1/16,,
784424-01,Analog Discovery 2,DA1A4C0,"USB Cable*1
AD2 Cable*1",庫-AC-Blake,V,4,,,,,,2017/3/6,,2019/7/11,,
784424-01,Analog Discovery 2,DA1A8DE,"USB Cable*1
AD2 Cable*1",庫-AC-Blake,V,10,宗臣科技／林書麟,191120-093755,Erika,2019/11/20,2019/12/23,2017/3/6,,2019/7/11,,
784424-01,Analog Discovery 2,DA29530,"USB Cable*1
AD2 Cable*1",ISE(07)-Steve,V,4,,,,,,2017/6/15,,2019/7/11,,
784479-01,Scope Probes*2,HC4110774,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2019/7/29,,
784479-01,Scope Probes*2,HC4101965,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2019/6/21,,
784479-01,Scope Probes*2,HC4692843,,庫-AC-Andy,V,4,,,,,,2017/6/15,,2019/6/21,,
784479-01,Scope Probes*2,HC4692817,,ISE(07)-Steve,V,4,,,,,,2017/6/15,,2018/12/12,,
784480-01,BNC Adapter,D753453,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784480-01,BNC Adapter,D753409,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784480-01,BNC Adapter,D750280,,庫-AC-Andy,V,4,,,,,,2017/6/15,,2017/6/20,,
784480-01,BNC Adapter,D749924,,ISE(07)-Steve,V,4,,,,,,2017/6/15,,2017/6/20,,
784481-01,Analog Parts Kit,HC3903680,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784481-01,Analog Parts Kit,HC3903685,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784481-01,Analog Parts Kit,HC3903746,,庫-AC-Andy,V,4,,,,,,2017/6/15,,2017/6/20,,
784481-01,Analog Parts Kit,HC3903708,,ISE(07)-Steve,V,4,,,,,,2017/6/15,,2018/9/18,,
784482-01,Power Supply,HC3030445,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784482-01,Power Supply,HC2654507,,庫-AC-Blake,V,4,,,,,,2017/3/6,,2017/6/13,,
784482-01,Power Supply,HC2650051,,庫-AC-Andy,V,4,,,,,,2017/6/15,,2017/6/20,,
784482-01,Power Supply,HC2654570,,ISE(07)-Steve,V,4,,,,,,2017/6/15,,2017/6/20,,
778606-03,NI-ELVIS+Board(含電源線),"1282917
E01X02034","Power Supply(S/N:03705662 0646)*1
電源線*1",儀上／徐章生,V,4,,,,,,2007/5/4,,,,
783699-01,NI-XNET CAN HS/FD Transceiver Cable,BT100137,,FSE(N8)-Lupin,V,4,,,,,,2015/6/5,,2019/11/4,,
783699-01,NI-XNET CAN HS/FD Transceiver Cable,BT102452,,C1-38,L,00,澳汰爾／簡求奮,191008-103228,Kevin Y,2019/10/8,2019/11/10,2017/3/6,,2019/10/7,,
783699-01,NI-XNET CAN HS/FD Transceiver Cable,BT102281,,F3-18,L,00,澳汰爾／簡求奮,191008-103228,Kevin Y,2019/10/8,2019/11/10,2017/3/6,,2019/10/7,,
ThinkPad (T420s)- I7-SSD,NoteBook,R9DCKKM,"變壓器S/N：11S42T4432Z1ZF3J13P5YU
USB Mouse S/N： 1425HS07BRA8",鐵架,L,00,群創光電／林瑋荏,170816-145110,Ronland,2017/8/16,2017/9/18,2011/5/27,"Computer Name:tw-ae-R9DCKKM
CPU: Intel?Core i7-2620M 3.4GHz  
RAM: 4GB  HD: 240GB SSD
光碟機:DVD-RW",2016/5/18,,
ThinkPad (T420s)- I7,NoteBook,R9-DEKLB,"變壓器S/N：11S42T4432Z1ZF3J14V5WX
USB Mouse S/N： 1311HSO34ME8",鐵架,L,00,群創光電／陳欣志,171127-145417,Ronland,2017/11/27,2017/12/30,2011/6/9,"Computer Name: tw-ae-R9DEKLB
CPU: Intel?Core i7-2620M 3.4GHz 
RAM: 4GB  HD: 320GB HD
光碟機:DVD-RW",2016/5/17,,
IBM(T43p)-PM 770,NoteBook,L3CFZB3,"Power Supply*1(11S082K6747ZJ1MN535A60K)
電池*1(11S41A4117ZVF00U69G1J9)",S5,D,7,,,,2017/11/20,,2008/7/1,,,,
Dell( E7440)-i7-4600U,NoteBook,F3MTJ12,"USB Mouse*1(S/N:1425HS07BSF8)
AC Adapter*1(S/N:CN-06TM1C-72438-44Q-CCF8-A01)
電源線*1",鐵架,S,4,,,,,,2014/9/24,"Carton ID(ServiceTag): F3MTJ12
Computer Name:NILT-F3MTJ12
CPU: Intel?Core i7-4600U 2.1GHz
RAM: 8GB  HD: 480GB SSD
OS: Windows 10",2019/8/20,,
Dell(E7440)-i7-4600U,NoteBook,JJ2SG12,"USB Mouse*1(S/N:1509HS006VX8)
AC Adapter*1(S/N:CN-06TFFF-75661-547-0788-A01)
                       電源線*1",鐵架,S,4,,,,,,2014/7/9,"Computer Name: TWTAILT-JJ2SG12
CPU: Intel?Core i7-4600U 2.1GHz
RAM: 8GB  HD: 240GB SSD
OS: Windows 10",2019/9/6,,
Dell(E7440)-i7-4600U,NoteBook,86XYYZ1,"USB Mouse*1(S/N:CN-0KW2YH-71616-4A0-05IK)
AC Adapter*1(S/N:CN-0JNKWD-42438-44F-7B80-A01)
                       電源線*1",鐵架,S,4,,,,,,,"Computer Name: TWTAILT-86XYYZ1
CPU: Intel?Core i7-4600U 2.1GHz 
RAM: 8GB  HD: 480GB SSD
OS: Windows 7",2019/12/6,,
Dell(E7450)-i5-5300U,NoteBook,FWRQN72,"USB Mouse*1(S/N:CN-011D3V-73826-46J-0K57)
AC Adapter*1(S/N:CN-0JNKWD-72438-61M-41CC-A03)
                       電源線*1",鐵架,L,2,Sienna,,Vivian H,2019/11/7,,2016/3/28,"Computer Name: TWTAILT-86XYYZ1
CPU: Intel?Core i7-4600U 2.1GHz 
RAM: 8GB  HD: 480GB SSD
OS: Windows 7",2019/6/11,,
Dell(E7450)-i7-5600U,NoteBook,1S53W32,"USB Mouse*1(S/N:LZ025B30)
AC Adapter*1(S/N:CN-0JNWD-72438-61M-6D4E-A03)
                       電源線*1",鐵架,L,2,Noter,,Vivian H,2019/7/30,,2015/7/25,"Computer Name: TWTAILT-E5N00R8
CPU: Intel? Corei7-5600U 2.6GHz
RAM: 16GB  HD: 512GB SSD
OS: Windows 7",2019/6/11,,
Dell(E7450)-i7-5600U,NoteBook,JSPMZ52,"USB Mouse*1(S/N:1514HS054YF3)
AC Adapter*1(S/N:CN-03F1CN-48661-55Q-4OH5-A03)
                       電源線*1",鐵架,L,2,Andrew,,Vivian H,2019/7/18,,2015/8/26,"Computer Name: TWTAILT-ISQF91C
CPU: Intel? Corei7-5600U 2.6GHz
RAM: 8GB  HD: 240B SSD
OS: Windows 7",2019/6/11,,
Compaq (nc6400),NoteBook,CND6521J2R,"USB Mouse*1(S/N:HC6040600FE)
AC Adapter*1(S/N:F3-06111780520B)
電源線*1
電池*1(S/N:CT:6A7A701BTZ28M)",MDR-Strain Map,V,4,Mouse不見,,,,,,,,,
MacBook Pro 13-i7,NoteBook,C02QG35DFVH8,"網路轉接器*1
AC Adapter*1",鐵架,S,4,,,,,,2015/10/1,"Computer Name: 
CPU: Intel?Core i7  3.1GHz
RAM: 16GB  HD: 512GB SSD
OS: Mac OS",2019/11/14,,
MacBook Pro 13-i7,NoteBook,C02PLJ04FVH7,AC Adapter*1,鐵架,S,4,,,,,,2015/7/20,"Computer Name: 
CPU: Intel?Core i7  2.5GHz
RAM: 8GB  HD: 512GB SSD
OS: Mac OS",2019/1/29,,
Compaq (nc6400),NoteBook,C02MM14GFD59,AC Adapter*1,鐵架,S,4,,,,,,2014/5/6,"Carton ID: C02MM14GFD59
Computer Name: tw-C02MM14GFD59
CPU: Intel?Core i7 2.6GHz
RAM: 16G SSD: 1TB",2019/5/3,,
N/A,nuDrive-4SX-411 ,AD7EE2,,鐵架,S,4,,,,,,,,,,
782979-01,OctoClock 8 Channel with Integrated GPSDO,3098354,Power Supply*1,鐵架,S,4,,,,,,2015/10/6,,2017/8/15,,
184698-01,P-2 Probe set,Cable 159,,右4,S,4,,,,,,2008/4/17,,2019/5/20,,
184698-01,P-2 Probe set,Cable 1011,,S4,V,4,,,,,,2008/2/12,,2017/12/5,,
184698-01,P-2 Probe set,Cable 2054,,RAE(M5)-Ivan,V,4,,,,,,2012/6/13,,2015/9/16,,
184698-01,P-2 Probe set,Cable 2116,,FSE(N9)-Sean,V,4,,,,,,2016/10/3,,2016/11/17,,
184698-01,P-2 Probe set,Cable 923,,FSE(N8)-Lupin,V,4,,,,,,2015/7/6,,2015/9/16,,
184698-01,P-2 Probe set,Cable 945,,FSE(M6)-Tom,V,4,,,,,,2008/11/18,,,,
184698-01,P-2 Probe set,Cable 961,,FSE(M5)-Ethan,V,4,,,,,,2008/11/18,,2015/9/16,,
184698-01,P-2 Probe set,Cable 2041,,庫-FSE(M4)-Serena,V,4,,,,,,2011/6/23,,2017/8/29,,
184698-01,P-2 Probe set,Cable 2026,,FSE(M3)-Ryan,V,2,Ronland,,Vivian H,2011/5/11,,2011/2/15,,2011/5/11,,
185692-01,P-3 Probe set,Cable 2055,,RAE(M5)-Ivan,V,4,,,,,,2012/6/27,,2015/9/16,,
Dell OptiPlex 9010MT,PC,測試機16,,S6,V,4,,,,,,2012/6/20,"Carton ID:9TLSXBX
Computer Name:tw-ae-9tlsxbx
CPU:IntelRCore i7-3770M 3.9GHz
RAM: 32GB
HD:240GB SSD
光碟機:DVD-RW",2018/8/14,,
Dell Precision T5810,PC,測試機37,電源線*1,AED37,V,2,Tom H,,Vivian H,2018/1/22,,2017/3/22,"IT serial Num:800478
Service Tag: 9DKR4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2017/9/29,,
Dell Precision T5810,PC,測試機38,電源線*1,AED38,V,2,Noter,,Vivian H,2018/4/9,,2017/3/22,"IT serial Num:800479
Service Tag: 9DKQ4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2018/4/9,,
Dell Precision T5810,PC,測試機39,電源線*1,AED39,V,2,Tony Chen,,Vivian H,2019/10/22,,2017/3/22,"IT serial Num:800480
Service Tag: 9DJV4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2019/3/28,,
Dell Precision T5810,PC,測試機40,電源線*1,AED40,V,2,Tony Chen,,Vivian H,2019/5/2,,2017/3/22,"IT serial Num:800481
Service Tag: 9DJQ4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2019/4/1,,
Dell Precision T5810,PC,測試機41,電源線*1,AED41,V,2,Howard,,Vivian H,2018/10/8,,2017/3/22,"IT serial Num:800482
Service Tag: 9DKV4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2017/9/29,,
Dell Precision T5810,PC,測試機42,電源線*1,AED42,V,2,Elca,,Vivian H,2018/4/9,,2017/3/22,"IT serial Num:800483
Service Tag: 9DJX4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2018/4/9,,
Dell Precision T5810,PC,測試機43,電源線*1,AED43,V,2,Edmund,,Vivian H,2018/6/15,,2017/3/22,"IT serial Num:800484
Service Tag: 9DKT4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2018/6/15,,
Dell Precision T5810,PC,測試機44,電源線*1,AED44,V,2,Jack,,Vivian H,2018/4/9,,2017/3/22,"IT serial Num:800485
Service Tag: 9DJT4J2
CPU: Intel? Xeon E5-1650 3.5GHz
RAM: 16G HD: 256GSSD + 2TB",2018/4/9,,
Dell OptiPlex 9010MT,PC,測試機36,電源線*1,AED36,V,2,Noter,,Vivian H,2018/12/3,,2012/9/19," Carton ID: FZ1HYBX
Computer Name: tw-ae-FZ1HYBX
CPU: Intel?Core i7-3770M 3.9GHz
RAM: 8G HD: 1024G+256SSD",2018/10/22,,
Dell OptiPlex 9010MT,PC,測試機35,電源線*1,AED35,V,2,Welly,,Vivian H,2018/8/27,,2012/9/19,"Carton ID:1R8GYBX
Computer Name:tw-ae-1R8GYBX
CPU:Intel?Core i7-3770M 3.9GHz
RAM: 8GB
HD: 1024G+256SSD",2018/8/17,,
Dell OptiPlex 9010MT ,PC,測試機33,,AED33,V,9,Jerry C,,Vivian H,2019/10/22,,2012/9/19,"Dell OptiPlex 9010MT 
Carton ID: 112HYBX
Computer Name: tw-ae-112HYBX
CPU: Intel?Core i7-3770M 3.9GHz
RAM: 8G HD: 1024G+256SSD",2019/10/22,,
Dell OptiPlex 9010MT ,PC,測試機32,電源線*1,AED32,V,2,Alexander,,Vivian H,2019/4/15,,2012/9/19,"Carton ID: HZ1HYBX
Computer Name: te-ae-HZ1HYBX
CPU: Intel?Core i7-3770M 3.9GHz
RAM: 8G HD: 1024G+256SSD ",2016/9/30,,
Dell OptiPlex 9010MT ,PC,測試機31,電源線*1,AED31,V,2,Noter,,Vivian H,2019/4/30,,2012/9/19,"Carton ID: GZ1HYBX
Computer Name: te-ae-GZ1HYBX
CPU: Intel?Core i7-3770M 3.9GHz
RAM: 8G HD: 1024G+256SSD",2019/4/19,,
Dell OptiPlex 9020MT,PC,測試機29,無電源線,AED29,V,2,Fred,,Vivian H,2015/6/17,,2014/9/1,"Carton ID: D5QK522
Computer Name: te-ae-D5QK522
CPU: Intel?Core i7-4790 3.6GHz 
RAM: 16GB  HD: 1TB HD
DVD燒錄機",2015/6/17,,
Dell OptiPlex 7010MT,PC,測試機26,,AED26,V,2,Jerry C,,Vivian H,2014/8/20,,2013/2/21,"Carton ID: 1KXQ4W1
Computer Name:tw-fse-1KXQ4W1
CPU: Intel?Core i3-2120M 3.3GHz
RAM: 4GB  HD: 250GB
光碟機:DVD-ROM",2014/8/20,,
Dell OptiPlex 7010MT,PC,測試機25,,AED25,V,2,Jerry C,,Vivian H,2014/8/20,,2013/2/21,"Carton ID: HWWR4W1
Computer Name:tw-fse-HWWR4W1
CPU: Intel?Core i3-2120M 3.3GHz
RAM: 4GB  HD: 250GB
光碟機:DVD-ROM",2014/8/20,,
Dell Precision T3500,PC,測試機23,無電源線,AED23,V,2,Peggie,,Vivian H,2019/3/11,,2011/3/30,"Carton ID: 252DTBX
Computer Name:tw-ae-252DTBX
CPU: Intel?Xeon? W3565 3.2GHz
RAM: 3GB  HD: 250GB",2019/2/20,,
Dell Precision T3500,PC(XP),測試機20,電源線*1,AED20,V,2,Edmund,,Vivian H,2019/6/12,,2010/12/13,"Carton ID: J1HFSBX
Computer Name:tw-ae-J1HFSBX
CPU: Intel?Xeon? W3565 3.2GHz
RAM: 3GB  HD: 250GB",2016/12/30,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,HB4609695,,庫-MDR-Fun,V,2,Steve,,Vivian H,2018/2/7,,2012/11/20,,2017/11/3,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,HB4609696,,MDR-Fun,V,4,,,,,,2012/11/20,,,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CN00065657,,FSE(M8)-Way,V,00,群創光電／袁瑋澤,180108-115613,Ronland,2018/1/8,2018/2/10,2013/10/30,,2016/5/4,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CN00059650,,FSE(M8)-Way,V,00,群創光電／袁瑋澤,180108-115613,Ronland,2018/1/8,2018/2/10,2013/10/30,,2016/5/4,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CN00059602,,庫-FSE(M8)-Zac,V,00,中保防災／盧浩仁,191121-160422,Sean T,2019/11/21,2019/12/24,2013/10/30,,2019/8/22,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CN00096616,,MDR-PTC AR 1,V,2,John W,,Vivian H,2018/6/5,,2018/5/30,,2018/6/5,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CNP0011451,,MDR-PTC AR 2,V,2,John W,,Vivian H,2017/11/3,,2016/7/28,,2017/11/3,,
780986-01,PCB BNC Cable for General Purpose Acceleromenter,CN00099399,,ME-John W,V,2,Kevin Y,,Vivian H,2018/9/12,,2018/5/30,,2018/9/11,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CNM0000073,,庫-ME-John W,V,4,,,,,,2018/10/8,,2019/9/10,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00102873,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00102873-1,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00100285,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00102871,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00102871-1,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CN00102873-2,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780986-01,"PCB Low Noise Coaxial Cable, 10 FT W/10-32 Plug to BNC Plug",CNM0000073-1,,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/17,,
780984-01,PCB Cable for IMI Accelerometer,HB1856919,,FSE(M4)-Serena,D,4,,,,,,2011/7/21,,2015/9/16,,
780991-01,PCB Hammer,27501,,庫-ME-Van,V,4,,,,,,2009/12/10,,2015/12/2,,
777368-01,PC-DIO-24/PNP,107FEF5,,B4-25,S,4,,,,,,2006/4/13,,,,
183549-02,PC-DIO-96,AD564B,,A1-11,S,4,,,,,,,,,,
777418-01,PC-DIO-96,A56C99,,A1-10,S,4,,,,,,,,,,
184973-01,PC-FlexMotion-6C,A9D745,,A3-01,S,4,,,,,,,,2016/8/19,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-01,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-02,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-03,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-04,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-05,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-06,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-07,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-08,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-09,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
156671A-03,PCI Express X1-to-X4 Cable,156671A-03-10,,MDR-USRP,V,2,Fred,,Vivian H,2019/10/30,,2015/10/6,,2019/10/30,,
777852-01,PCI-1407,D1839C,,A1-14,S,4,,,,,,,,,,
777852-01,PCI-1407,BB41DF,,A1-13,S,4,,,,,,,,,,
184895-01,PCI-1407,10E7711,,A1-12,S,4,,,,,,,2005/3/22與弘驊換貨(原S/N:C421D2),2016/12/13,,
777361-01,PCI-1408,C5CAA0,,A1-19,S,4,,,,,,,,,,
777361-01,PCI-1408,BD20A0,,A1-41,S,4,,,,,,2004/6/28,,,,
777361-01,PCI-1408,C5CA78,,A1-21,S,4,,,,,,,,,,
777361-01,PCI-1408,C5CA77,,A1-20,S,4,,,,,,,,,,
778200-01,PCI-1409,C7A205,設定為接收外部Pixel Clock模式時無效(EX:jai cv-a1 的相機會發生圖形被切斷的情形,B4-36,S,4,,,,,,,,,AE Keep,
778200-01,PCI-1409,11A248D,,A2-39,S,4,,,,,,,"2005/6/2 與客戶換貨(原S/N:CE0C11)
2005/12/30RMA(原S/N:10A4D33)",,AE Keep,
778200-01,PCI-1409,C931AO,設定為接收外部Pixel Clock模式時無效(EX:jai cv-a1 的相機會發生Error OxBFF60022),A2-36,S,4,,,,,,,,,AE Keep,
779209-01,PCI-1410(含IMAQ-BNC-1 Cable),1539621,183882A-02,B4-47,S,4,,,,,,2008/2/18,2011/1/21 與客戶換貨(原S/N:11E6C28),2019/2/13,,
777857-01,PCI-1411,D12814,,B1-49,L,2,Tom,,Carol,2006/6/1,,2005/8/22,,2006/6/1,,
777857-01,PCI-1411,D12810,,A1-44,S,4,,,,,,2005/8/22,,2016/7/14,,
777959-01,PCI-1422,C82880,,B1-06,S,4,,,,,,,,,,
777959-02,PCI-1422,C82C50,,B1-05,S,4,,,,,,,,,,
184164-02,PCI-1424,CD9A38,,A3-12,S,4,,,,,,,,2015/9/16,,
184164-01,PCI-1424 ,DC32CB,,A3-11,S,4,,,,,,,2004/12/2RMA(原S/N:AB9BBC),,,
778315-01,PCI-1428,D4E40B,,B1-25,S,4,,,,,,,,2019/8/19,,
779497-01,PCI-1588,E2EBF0,,B4-15,S,4,,,,,,2006/1/24,,2016/5/19,,
184636-01,PCI-4060,CFF436,,A2-40,S,4,,,,,,,,,Andy,
779770-01,PCI-4065,E8D8A1,761000-01*1,C1-15,S,4,,,,,,2007/6/6,,2019/1/29,,
778275-01,PCI-4070,E30F46,,A2-65,S,4,,,,,,2006/3/13,,2019/11/14,,
777534-01,PCI-4451,D55BE0,,A3-22,S,4,,,,,,2002/12/18,,,,
777534-01,PCI-4451,D248CB,,A3-13,S,4,,,,,,2002/8/21,,,,
779307-01,PCI-4461,12F679A,,C1-43,L,10,宏相科技／方幸宜,191021-163156,Robert,2019/10/21,2019/11/23,2012/8/27,,2019/2/21,,
779307-01,PCI-4461,169557F,,B4-33,S,4,,,,,,,2012/07/26 與客戶換貨(原S/N:E1F455),2019/11/19,,
779307-01,PCI-4461,16B7BE5,,B4-19,S,4,,,,,,,2012/07/26 與客戶換貨(原S/N:E1F454),2019/11/19,,
779307-01,PCI-4461,1B2AC82,,B1-53,S,4,,,,,,2005/9/23,"2012/06/19 與客戶換貨(原S/N:E21760)
2017/5/4 RMA(原S/N:16D33C8)",2019/6/24,,
778348-01,PCI-4472,D6050A,,B1-37,S,4,,,,,,,,2017/6/13,,
778729-01,PCI-4474,12E508B,,B4-21,S,4,,,,,,2007/10/26,,2019/9/24,,
778729-01,PCI-4474,12A0DED,,A1-27,S,4,,,,,,2008/4/9,,2019/7/12,,
778729-01,PCI-4474,1462904,,A1-18,S,4,,, ,,,2008/4/9,2010/5/4 與客戶換貨(原S/N:12A0DE6),,,
778729-01,PCI-4474,129D25B,,A1-17,S,4,,,,,,2008/4/9,,,,
185016E-01,PCI-4552,AD8489,,A3-17,S,4,,,,,,,,,,
183612C-01,PCI-5102 ,A6D28D,,A1-48,S,4,,,,,,,,,,
779686-01,PCI-5105,ED0D72,,A3-18,S,4,,,,,,2009/12/10,,2019/3/21,,
779745-01,PCI-5114,E52D72,Self-Calibrate Failed Status Cole:-234123,B2-61,S,4,,,,,,2006/9/27,,2019/10/5,,
778758-02,PCI-5122,E299C8,,B4-65,S,4,,,,,,2007/11/5,,2018/12/21,,
778758-01,PCI-5122,ED45BC,,A3-26,S,4,,,,,,2010/1/27,,2016/10/14,,
779945-03,PCI-5152,E9FDB9,,A4-52,S,4,,,,,,2008/2/18,,2019/1/29,,
183962-02,PCI-5411 ,A9F0AF,,A3-14,S,4,,,,,,,,,,
